age,education,occupation,hours-per-week,gender,salary
65,Masters,Prof-specialty,16,Male,<=50K
36,Some-college,Adm-clerical,40,Male,>50K
63,10th,?,40,Male,<=50K
22,HS-grad,Farming-fishing,45,Male,<=50K
28,Assoc-voc,Machine-op-inspct,40,Male,<=50K
18,11th,Sales,20,Female,<=50K
46,Bachelors,Prof-specialty,40,Male,>50K
37,11th,Machine-op-inspct,40,Male,<=50K
46,HS-grad,Transport-moving,65,Male,>50K
37,Prof-school,Prof-specialty,60,Male,>50K
31,Some-college,Adm-clerical,40,Male,<=50K
38,HS-grad,Exec-managerial,35,Female,<=50K
24,Bachelors,Prof-specialty,25,Male,<=50K
25,Bachelors,Adm-clerical,40,Female,<=50K
30,Some-college,Adm-clerical,40,Female,<=50K
45,7th-8th,Machine-op-inspct,42,Female,<=50K
28,Masters,Sales,40,Male,>50K
58,Bachelors,Exec-managerial,40,Male,<=50K
44,Prof-school,Prof-specialty,60,Male,<=50K
35,HS-grad,Sales,60,Male,<=50K
54,HS-grad,Transport-moving,40,Male,<=50K
40,Masters,Prof-specialty,50,Female,<=50K
24,Bachelors,Sales,40,Female,<=50K
26,Bachelors,Craft-repair,50,Male,<=50K
29,Bachelors,Adm-clerical,50,Female,<=50K
50,Assoc-voc,Prof-specialty,40,Male,<=50K
22,Some-college,Exec-managerial,40,Female,<=50K
17,12th,Priv-house-serv,18,Female,<=50K
25,HS-grad,Transport-moving,50,Male,<=50K
35,Bachelors,Exec-managerial,40,Male,<=50K
42,Some-college,Exec-managerial,50,Male,>50K
45,Prof-school,Prof-specialty,60,Male,>50K
28,HS-grad,Other-service,60,Female,<=50K
71,7th-8th,?,15,Male,<=50K
34,HS-grad,Protective-serv,40,Male,>50K
49,Masters,Exec-managerial,40,Male,>50K
39,Some-college,Other-service,60,Female,<=50K
17,12th,Other-service,25,Female,<=50K
20,9th,Machine-op-inspct,40,Female,<=50K
53,HS-grad,Other-service,40,Female,<=50K
26,Assoc-voc,Handlers-cleaners,40,Male,<=50K
49,Bachelors,Tech-support,40,Female,>50K
57,Bachelors,Exec-managerial,40,Male,>50K
40,Bachelors,Exec-managerial,55,Male,>50K
19,HS-grad,Transport-moving,35,Male,<=50K
58,HS-grad,Craft-repair,37,Female,<=50K
62,Masters,Prof-specialty,10,Male,<=50K
41,Some-college,Protective-serv,64,Male,>50K
46,HS-grad,Handlers-cleaners,40,Male,<=50K
53,HS-grad,Craft-repair,40,Male,>50K
33,Bachelors,Sales,40,Male,<=50K
58,Bachelors,Exec-managerial,50,Male,>50K
30,Assoc-voc,Machine-op-inspct,40,Male,>50K
27,HS-grad,Handlers-cleaners,40,Female,<=50K
32,HS-grad,Craft-repair,40,Male,<=50K
19,Some-college,?,12,Female,<=50K
22,10th,Other-service,40,Female,<=50K
56,Some-college,Farming-fishing,50,Male,<=50K
33,Some-college,Exec-managerial,50,Male,>50K
36,HS-grad,Other-service,40,Female,<=50K
29,Some-college,Protective-serv,40,Male,<=50K
32,HS-grad,Adm-clerical,38,Female,<=50K
33,Bachelors,Prof-specialty,40,Female,<=50K
20,Some-college,Sales,25,Female,<=50K
51,HS-grad,Transport-moving,40,Male,>50K
52,Some-college,Transport-moving,30,Male,<=50K
64,10th,Transport-moving,50,Male,<=50K
33,Bachelors,Prof-specialty,45,Male,>50K
38,Bachelors,Adm-clerical,50,Female,>50K
30,Bachelors,Prof-specialty,40,Male,>50K
67,HS-grad,Craft-repair,15,Male,<=50K
37,Doctorate,Prof-specialty,40,Female,>50K
55,HS-grad,Sales,37,Female,<=50K
25,Some-college,Other-service,40,Male,<=50K
41,Bachelors,Prof-specialty,40,Female,<=50K
31,Bachelors,Tech-support,40,Female,<=50K
51,Some-college,Adm-clerical,40,Female,>50K
75,HS-grad,Farming-fishing,15,Male,<=50K
53,HS-grad,Adm-clerical,30,Female,<=50K
36,11th,Transport-moving,40,Male,<=50K
47,Prof-school,Prof-specialty,40,Male,>50K
67,HS-grad,Farming-fishing,25,Male,<=50K
29,Some-college,Farming-fishing,40,Male,<=50K
32,Some-college,Farming-fishing,65,Female,<=50K
42,HS-grad,Sales,20,Male,<=50K
41,Bachelors,Exec-managerial,50,Male,>50K
46,Bachelors,Prof-specialty,50,Female,<=50K
48,Assoc-acdm,Protective-serv,40,Male,>50K
55,HS-grad,Protective-serv,40,Male,<=50K
68,HS-grad,?,40,Female,<=50K
49,Some-college,Other-service,20,Male,<=50K
62,7th-8th,Handlers-cleaners,40,Female,<=50K
30,Assoc-acdm,Adm-clerical,45,Female,<=50K
56,Some-college,Protective-serv,40,Male,<=50K
37,HS-grad,Handlers-cleaners,48,Male,<=50K
22,Some-college,Other-service,40,Male,<=50K
56,HS-grad,Handlers-cleaners,40,Male,<=50K
53,Bachelors,Adm-clerical,40,Male,<=50K
53,Assoc-voc,Craft-repair,40,Male,>50K
51,9th,Craft-repair,30,Male,<=50K
41,HS-grad,Exec-managerial,60,Female,>50K
34,HS-grad,Exec-managerial,50,Male,<=50K
24,Some-college,Adm-clerical,40,Female,<=50K
40,HS-grad,Craft-repair,40,Male,<=50K
23,Bachelors,Adm-clerical,40,Female,<=50K
28,HS-grad,Other-service,40,Female,<=50K
53,HS-grad,Machine-op-inspct,40,Male,<=50K
52,Some-college,Adm-clerical,44,Male,>50K
33,Doctorate,Prof-specialty,20,Male,<=50K
28,HS-grad,Handlers-cleaners,40,Female,<=50K
45,Masters,Adm-clerical,40,Female,<=50K
40,Bachelors,Adm-clerical,40,Male,>50K
60,Some-college,Other-service,40,Male,>50K
24,12th,Transport-moving,55,Male,<=50K
50,Bachelors,Prof-specialty,40,Female,<=50K
44,Bachelors,Tech-support,40,Female,<=50K
19,HS-grad,Other-service,40,Female,<=50K
36,HS-grad,Exec-managerial,55,Male,<=50K
33,Assoc-acdm,Tech-support,40,Male,<=50K
52,10th,Machine-op-inspct,50,Male,<=50K
51,HS-grad,Craft-repair,50,Male,<=50K
44,Some-college,Sales,40,Female,>50K
19,9th,?,40,Female,<=50K
49,HS-grad,Exec-managerial,40,Male,<=50K
17,10th,?,40,Male,<=50K
20,Some-college,Craft-repair,20,Female,<=50K
53,Assoc-acdm,Tech-support,40,Male,>50K
25,Assoc-voc,Farming-fishing,20,Male,<=50K
48,Some-college,Exec-managerial,72,Male,<=50K
27,HS-grad,Adm-clerical,40,Male,<=50K
21,Some-college,Other-service,15,Female,<=50K
29,HS-grad,Handlers-cleaners,40,Male,<=50K
47,Doctorate,Prof-specialty,40,Male,>50K
48,Some-college,Other-service,60,Female,<=50K
38,Some-college,?,75,Male,>50K
19,Some-college,?,30,Female,<=50K
37,Some-college,Machine-op-inspct,40,Male,<=50K
37,HS-grad,Machine-op-inspct,44,Male,<=50K
39,HS-grad,Prof-specialty,60,Female,<=50K
35,HS-grad,Transport-moving,40,Male,<=50K
33,HS-grad,Other-service,60,Male,<=50K
56,HS-grad,Machine-op-inspct,40,Male,<=50K
23,5th-6th,Handlers-cleaners,40,Male,<=50K
25,Some-college,Adm-clerical,40,Female,<=50K
47,Assoc-acdm,Adm-clerical,55,Male,>50K
32,HS-grad,Prof-specialty,40,Male,>50K
24,HS-grad,Adm-clerical,30,Female,<=50K
32,Bachelors,Sales,35,Male,>50K
41,Bachelors,Adm-clerical,35,Female,<=50K
32,HS-grad,Adm-clerical,38,Female,>50K
37,Prof-school,Prof-specialty,55,Male,>50K
39,Some-college,Sales,50,Male,>50K
66,HS-grad,Transport-moving,50,Male,>50K
18,Some-college,?,25,Female,<=50K
23,Bachelors,Exec-managerial,40,Female,<=50K
44,HS-grad,Other-service,40,Female,<=50K
45,Some-college,Transport-moving,70,Male,<=50K
42,Some-college,Prof-specialty,40,Female,<=50K
40,Some-college,Exec-managerial,30,Male,<=50K
20,Some-college,Tech-support,40,Male,<=50K
26,Some-college,Other-service,40,Female,<=50K
25,11th,Machine-op-inspct,40,Male,<=50K
40,HS-grad,Adm-clerical,40,Male,<=50K
54,Assoc-acdm,Machine-op-inspct,40,Female,<=50K
33,Assoc-voc,Craft-repair,60,Male,<=50K
56,Assoc-voc,Sales,46,Male,<=50K
27,11th,Craft-repair,47,Male,<=50K
31,7th-8th,Farming-fishing,60,Male,<=50K
61,Bachelors,?,24,Male,>50K
22,Some-college,Sales,20,Female,<=50K
32,HS-grad,Other-service,45,Female,<=50K
29,HS-grad,Craft-repair,40,Male,<=50K
34,HS-grad,Adm-clerical,40,Female,<=50K
56,10th,Craft-repair,35,Male,<=50K
35,Assoc-voc,Transport-moving,99,Male,<=50K
25,HS-grad,Adm-clerical,40,Female,<=50K
22,11th,Machine-op-inspct,40,Female,<=50K
19,12th,Machine-op-inspct,40,Male,<=50K
35,11th,Machine-op-inspct,40,Male,<=50K
35,HS-grad,Machine-op-inspct,40,Male,<=50K
48,HS-grad,Other-service,35,Female,<=50K
52,Some-college,Sales,40,Male,<=50K
39,Bachelors,Prof-specialty,43,Male,>50K
32,HS-grad,Other-service,40,Male,<=50K
27,HS-grad,Craft-repair,40,Male,<=50K
34,Bachelors,Prof-specialty,40,Female,<=50K
31,Some-college,Other-service,35,Female,<=50K
47,Some-college,Farming-fishing,72,Male,<=50K
37,Bachelors,Exec-managerial,40,Female,<=50K
47,Some-college,Tech-support,40,Male,<=50K
47,Masters,Sales,50,Male,>50K
45,5th-6th,Other-service,40,Male,<=50K
51,Some-college,Craft-repair,40,Male,<=50K
24,Bachelors,Prof-specialty,40,Male,<=50K
59,Doctorate,Prof-specialty,40,Male,<=50K
27,Assoc-voc,Craft-repair,48,Male,<=50K
33,11th,Craft-repair,40,Male,<=50K
55,HS-grad,Adm-clerical,40,Female,>50K
62,Doctorate,Prof-specialty,80,Male,>50K
37,HS-grad,Farming-fishing,70,Male,<=50K
45,Bachelors,Prof-specialty,50,Female,<=50K
25,Bachelors,Exec-managerial,40,Female,<=50K
34,HS-grad,Exec-managerial,40,Male,<=50K
50,HS-grad,Craft-repair,55,Male,<=50K
29,Bachelors,Exec-managerial,55,Male,<=50K
32,Assoc-acdm,Farming-fishing,40,Male,<=50K
48,10th,Priv-house-serv,40,Female,<=50K
34,Some-college,Handlers-cleaners,52,Male,>50K
50,HS-grad,Adm-clerical,40,Male,<=50K
38,HS-grad,Sales,46,Male,<=50K
52,HS-grad,Adm-clerical,40,Female,<=50K
41,HS-grad,Handlers-cleaners,48,Male,<=50K
31,HS-grad,Machine-op-inspct,48,Male,<=50K
31,HS-grad,Craft-repair,40,Male,<=50K
50,Bachelors,Exec-managerial,55,Male,>50K
23,Some-college,Protective-serv,40,Female,>50K
52,Some-college,Sales,40,Female,<=50K
33,HS-grad,Machine-op-inspct,40,Male,<=50K
32,Some-college,Other-service,30,Female,<=50K
48,Some-college,Handlers-cleaners,40,Female,<=50K
40,Masters,Sales,43,Male,>50K
22,Some-college,Tech-support,50,Male,<=50K
55,HS-grad,Other-service,24,Female,<=50K
58,11th,?,20,Female,<=50K
43,Assoc-voc,Farming-fishing,88,Male,<=50K
34,Masters,Exec-managerial,55,Male,>50K
19,HS-grad,Machine-op-inspct,40,Male,<=50K
50,Masters,Prof-specialty,52,Male,>50K
73,HS-grad,?,20,Female,<=50K
27,HS-grad,Machine-op-inspct,40,Male,<=50K
62,Doctorate,Prof-specialty,45,Male,>50K
57,Masters,Exec-managerial,45,Male,>50K
34,Masters,Exec-managerial,40,Male,>50K
22,HS-grad,Machine-op-inspct,30,Male,<=50K
22,Some-college,Machine-op-inspct,40,Male,<=50K
29,Some-college,Exec-managerial,50,Female,<=50K
34,HS-grad,Exec-managerial,35,Female,>50K
17,11th,?,45,Female,<=50K
35,Bachelors,Prof-specialty,50,Male,<=50K
65,Bachelors,Sales,24,Male,>50K
27,Some-college,Adm-clerical,40,Male,<=50K
46,Bachelors,Craft-repair,50,Male,>50K
35,Doctorate,Prof-specialty,60,Male,>50K
38,Assoc-voc,Transport-moving,70,Male,<=50K
36,Bachelors,Adm-clerical,40,Female,<=50K
49,Bachelors,Exec-managerial,40,Male,>50K
54,HS-grad,Exec-managerial,30,Male,<=50K
30,Bachelors,Prof-specialty,40,Male,>50K
26,Some-college,Transport-moving,40,Male,<=50K
32,Bachelors,Exec-managerial,55,Male,<=50K
23,HS-grad,Adm-clerical,36,Male,<=50K
40,Bachelors,Tech-support,45,Female,>50K
29,HS-grad,Craft-repair,40,Male,>50K
28,HS-grad,Craft-repair,40,Male,>50K
41,Some-college,Adm-clerical,40,Male,>50K
34,11th,Machine-op-inspct,40,Male,<=50K
37,HS-grad,Machine-op-inspct,20,Male,<=50K
39,Some-college,Transport-moving,40,Male,<=50K
29,HS-grad,Sales,40,Male,>50K
55,HS-grad,Craft-repair,40,Male,<=50K
30,Some-college,Exec-managerial,50,Male,>50K
33,Doctorate,Prof-specialty,40,Male,<=50K
55,Assoc-voc,Craft-repair,40,Male,<=50K
33,HS-grad,Transport-moving,40,Male,<=50K
47,Some-college,Craft-repair,50,Male,>50K
28,Bachelors,Sales,50,Male,<=50K
33,HS-grad,Machine-op-inspct,49,Male,<=50K
62,HS-grad,Prof-specialty,40,Female,<=50K
49,Some-college,?,60,Female,<=50K
42,HS-grad,Transport-moving,27,Male,<=50K
63,Some-college,Sales,15,Male,<=50K
21,HS-grad,Machine-op-inspct,40,Male,<=50K
65,HS-grad,Sales,40,Male,<=50K
28,Assoc-acdm,Adm-clerical,40,Male,<=50K
51,Masters,Prof-specialty,55,Female,>50K
33,Bachelors,Prof-specialty,40,Male,<=50K
67,7th-8th,Farming-fishing,12,Male,<=50K
36,11th,Machine-op-inspct,40,Male,<=50K
19,Some-college,Tech-support,30,Female,<=50K
60,HS-grad,Tech-support,40,Male,<=50K
26,Bachelors,Exec-managerial,40,Male,<=50K
35,9th,Craft-repair,40,Male,<=50K
28,HS-grad,Transport-moving,50,Male,<=50K
67,Assoc-acdm,Tech-support,40,Female,<=50K
31,HS-grad,Craft-repair,40,Male,<=50K
49,Some-college,Craft-repair,40,Male,>50K
64,HS-grad,Prof-specialty,30,Male,<=50K
24,HS-grad,?,40,Female,<=50K
19,Some-college,?,32,Male,<=50K
40,Some-college,Sales,40,Female,<=50K
35,HS-grad,Protective-serv,42,Male,<=50K
19,Some-college,Adm-clerical,8,Female,<=50K
53,Some-college,Craft-repair,40,Male,<=50K
57,Some-college,Sales,40,Female,<=50K
47,HS-grad,Craft-repair,60,Male,>50K
47,Some-college,Adm-clerical,42,Female,<=50K
38,HS-grad,Adm-clerical,55,Male,>50K
38,HS-grad,Transport-moving,40,Male,<=50K
35,Bachelors,Adm-clerical,40,Male,<=50K
58,Some-college,Craft-repair,50,Male,<=50K
56,Bachelors,Sales,40,Male,>50K
24,Bachelors,?,40,Female,<=50K
36,HS-grad,Other-service,40,Female,<=50K
57,11th,Other-service,54,Male,<=50K
60,Some-college,Exec-managerial,40,Male,>50K
81,HS-grad,Sales,40,Female,<=50K
46,5th-6th,Machine-op-inspct,40,Female,<=50K
18,11th,Other-service,10,Male,<=50K
42,HS-grad,Sales,40,Male,<=50K
26,HS-grad,Handlers-cleaners,40,Male,<=50K
31,Bachelors,Sales,40,Female,<=50K
26,Masters,Tech-support,40,Female,<=50K
39,Some-college,Machine-op-inspct,60,Male,<=50K
31,Assoc-acdm,Exec-managerial,38,Male,>50K
28,Some-college,Handlers-cleaners,47,Male,<=50K
34,HS-grad,Craft-repair,40,Male,<=50K
53,HS-grad,Transport-moving,45,Male,<=50K
41,HS-grad,Craft-repair,50,Male,<=50K
34,9th,Other-service,38,Male,<=50K
61,Bachelors,Prof-specialty,30,Female,<=50K
46,Bachelors,Prof-specialty,60,Male,<=50K
34,Some-college,Machine-op-inspct,40,Female,<=50K
67,HS-grad,Other-service,10,Male,<=50K
36,HS-grad,Craft-repair,43,Male,<=50K
31,Prof-school,Prof-specialty,50,Male,<=50K
35,HS-grad,Other-service,40,Female,<=50K
37,Masters,Exec-managerial,50,Male,>50K
27,Some-college,Adm-clerical,30,Female,>50K
23,Some-college,Adm-clerical,40,Female,<=50K
20,Some-college,Sales,20,Female,<=50K
72,7th-8th,Handlers-cleaners,10,Female,<=50K
61,HS-grad,Sales,50,Male,<=50K
41,Bachelors,Prof-specialty,50,Male,<=50K
45,HS-grad,Other-service,40,Female,<=50K
24,Bachelors,Sales,40,Female,<=50K
22,Some-college,?,40,Male,<=50K
20,HS-grad,?,60,Male,<=50K
35,Some-college,Transport-moving,40,Male,<=50K
44,Masters,Prof-specialty,40,Female,>50K
30,Some-college,Craft-repair,40,Male,<=50K
64,HS-grad,Machine-op-inspct,48,Male,<=50K
69,HS-grad,Sales,35,Male,<=50K
70,HS-grad,Other-service,16,Male,<=50K
42,HS-grad,Transport-moving,45,Male,<=50K
22,Bachelors,Other-service,35,Female,<=50K
17,10th,Sales,24,Female,<=50K
51,HS-grad,Farming-fishing,50,Male,>50K
30,11th,Transport-moving,30,Male,<=50K
31,Bachelors,Exec-managerial,40,Female,<=50K
50,Masters,Exec-managerial,50,Male,>50K
30,Assoc-voc,Exec-managerial,36,Male,<=50K
43,HS-grad,Adm-clerical,40,Female,<=50K
22,Bachelors,Adm-clerical,40,Female,<=50K
32,HS-grad,Handlers-cleaners,44,Male,<=50K
32,Some-college,Other-service,50,Male,<=50K
37,HS-grad,Farming-fishing,35,Male,<=50K
62,Assoc-voc,Sales,33,Female,<=50K
36,Bachelors,Prof-specialty,50,Male,>50K
29,Bachelors,Prof-specialty,40,Male,<=50K
19,Some-college,Sales,25,Female,<=50K
64,Bachelors,Exec-managerial,45,Male,<=50K
32,Some-college,Machine-op-inspct,40,Male,<=50K
30,HS-grad,Adm-clerical,40,Female,<=50K
24,Bachelors,Prof-specialty,40,Female,<=50K
20,11th,Craft-repair,40,Male,<=50K
33,Bachelors,Adm-clerical,5,Female,>50K
50,HS-grad,Machine-op-inspct,48,Male,>50K
45,Masters,Exec-managerial,40,Female,<=50K
38,Some-college,Transport-moving,40,Male,>50K
51,Assoc-acdm,Sales,45,Male,<=50K
47,Masters,Exec-managerial,50,Male,>50K
53,Masters,Exec-managerial,40,Male,>50K
33,Assoc-voc,Tech-support,50,Male,<=50K
38,Some-college,Adm-clerical,40,Male,>50K
47,Masters,Exec-managerial,50,Female,<=50K
17,11th,Sales,24,Female,<=50K
21,HS-grad,Machine-op-inspct,40,Female,<=50K
41,Bachelors,Farming-fishing,45,Male,>50K
28,Some-college,Craft-repair,35,Male,<=50K
47,11th,Sales,28,Female,<=50K
38,Doctorate,Prof-specialty,55,Male,>50K
54,Some-college,Prof-specialty,50,Male,>50K
45,Some-college,Craft-repair,48,Male,>50K
45,HS-grad,Adm-clerical,40,Female,<=50K
29,Masters,Prof-specialty,50,Male,<=50K
44,Doctorate,Prof-specialty,40,Female,>50K
66,HS-grad,Farming-fishing,10,Male,<=50K
35,Bachelors,Sales,55,Male,<=50K
66,Bachelors,Exec-managerial,30,Male,<=50K
24,Some-college,Adm-clerical,20,Female,<=50K
30,Some-college,Adm-clerical,25,Male,<=50K
38,Some-college,Adm-clerical,40,Male,<=50K
17,11th,Adm-clerical,20,Male,<=50K
20,HS-grad,Other-service,40,Female,<=50K
54,5th-6th,?,40,Male,<=50K
45,Assoc-acdm,Sales,40,Male,>50K
32,Some-college,Other-service,30,Female,<=50K
18,10th,Other-service,12,Female,<=50K
33,Masters,Prof-specialty,20,Male,<=50K
37,Assoc-voc,Handlers-cleaners,40,Female,<=50K
28,Some-college,Sales,40,Male,<=50K
60,HS-grad,Exec-managerial,40,Female,<=50K
30,Assoc-voc,?,30,Male,<=50K
36,HS-grad,Craft-repair,50,Male,<=50K
19,HS-grad,Other-service,35,Female,<=50K
53,Some-college,Exec-managerial,40,Male,>50K
57,10th,Adm-clerical,8,Female,<=50K
32,Some-college,Craft-repair,40,Male,>50K
32,HS-grad,Adm-clerical,40,Female,<=50K
35,10th,Other-service,2,Female,<=50K
51,HS-grad,Sales,50,Male,<=50K
38,Some-college,?,40,Male,<=50K
46,Masters,Prof-specialty,40,Male,>50K
31,9th,Machine-op-inspct,40,Male,<=50K
29,Some-college,Adm-clerical,40,Female,>50K
40,HS-grad,Handlers-cleaners,40,Female,<=50K
52,HS-grad,Sales,50,Male,<=50K
42,Some-college,Farming-fishing,66,Male,<=50K
42,Masters,Exec-managerial,50,Male,>50K
43,HS-grad,Adm-clerical,55,Male,>50K
38,Bachelors,Exec-managerial,40,Female,>50K
34,HS-grad,Transport-moving,40,Male,<=50K
27,Masters,Prof-specialty,50,Male,<=50K
47,HS-grad,Farming-fishing,40,Male,<=50K
31,Some-college,Handlers-cleaners,40,Male,<=50K
20,Some-college,Machine-op-inspct,40,Male,<=50K
48,Bachelors,Sales,80,Male,>50K
57,Some-college,Adm-clerical,40,Female,<=50K
28,11th,?,40,Male,<=50K
63,HS-grad,Farming-fishing,80,Male,<=50K
24,11th,Prof-specialty,30,Female,<=50K
28,Some-college,Sales,90,Male,<=50K
64,7th-8th,Farming-fishing,60,Male,<=50K
29,Masters,Exec-managerial,40,Male,>50K
23,HS-grad,Exec-managerial,38,Male,<=50K
46,Bachelors,Adm-clerical,40,Female,>50K
77,HS-grad,Craft-repair,5,Female,<=50K
31,5th-6th,Craft-repair,40,Male,<=50K
46,Assoc-acdm,Exec-managerial,60,Male,>50K
25,HS-grad,Machine-op-inspct,40,Female,<=50K
20,HS-grad,Adm-clerical,40,Male,<=50K
35,Bachelors,Exec-managerial,50,Female,>50K
47,HS-grad,Exec-managerial,41,Male,<=50K
52,Bachelors,Exec-managerial,40,Male,>50K
31,Bachelors,Prof-specialty,40,Female,<=50K
28,Bachelors,Adm-clerical,40,Female,>50K
31,HS-grad,Exec-managerial,40,Male,>50K
41,HS-grad,Craft-repair,40,Male,>50K
23,Some-college,Adm-clerical,30,Male,<=50K
40,Masters,Prof-specialty,40,Male,>50K
21,Some-college,Prof-specialty,35,Female,<=50K
61,Assoc-voc,Adm-clerical,32,Female,<=50K
34,Some-college,Tech-support,40,Male,<=50K
44,HS-grad,Farming-fishing,40,Male,<=50K
26,Some-college,Protective-serv,55,Male,<=50K
37,Assoc-acdm,Other-service,47,Male,<=50K
18,11th,Handlers-cleaners,20,Male,<=50K
52,HS-grad,Transport-moving,55,Male,<=50K
31,HS-grad,Other-service,40,Male,<=50K
21,HS-grad,Craft-repair,40,Male,<=50K
22,Some-college,Tech-support,15,Female,<=50K
22,HS-grad,Handlers-cleaners,40,Male,<=50K
40,Masters,Sales,40,Male,<=50K
41,7th-8th,Craft-repair,40,Male,<=50K
73,5th-6th,Other-service,25,Female,<=50K
17,9th,Sales,15,Female,<=50K
49,HS-grad,Exec-managerial,35,Female,<=50K
42,Assoc-voc,Tech-support,40,Male,>50K
35,HS-grad,Handlers-cleaners,40,Male,>50K
45,Bachelors,Adm-clerical,40,Female,<=50K
50,HS-grad,Craft-repair,40,Male,<=50K
38,Bachelors,Sales,42,Female,<=50K
18,10th,Sales,25,Female,<=50K
17,11th,Sales,6,Male,<=50K
33,HS-grad,Craft-repair,40,Male,<=50K
43,HS-grad,Machine-op-inspct,40,Male,>50K
43,Bachelors,Other-service,40,Male,<=50K
37,HS-grad,Farming-fishing,12,Male,<=50K
52,7th-8th,Other-service,40,Male,<=50K
22,HS-grad,Other-service,50,Female,<=50K
83,Some-college,Exec-managerial,40,Female,<=50K
21,Some-college,Other-service,35,Male,<=50K
45,Assoc-acdm,Protective-serv,72,Male,>50K
40,HS-grad,Craft-repair,40,Male,<=50K
61,Bachelors,Sales,32,Male,>50K
23,Bachelors,Adm-clerical,40,Male,<=50K
19,HS-grad,Handlers-cleaners,40,Male,<=50K
47,Masters,Prof-specialty,35,Female,>50K
32,Bachelors,Prof-specialty,50,Male,>50K
24,Bachelors,Prof-specialty,10,Female,<=50K
43,Bachelors,Prof-specialty,30,Female,>50K
55,Doctorate,Prof-specialty,56,Male,>50K
58,HS-grad,Sales,50,Male,<=50K
25,7th-8th,Farming-fishing,50,Male,>50K
23,Some-college,Sales,35,Female,<=50K
44,Some-college,Handlers-cleaners,40,Male,<=50K
20,Some-college,Sales,20,Male,<=50K
46,HS-grad,Transport-moving,42,Male,<=50K
19,9th,Machine-op-inspct,40,Male,<=50K
37,HS-grad,Craft-repair,40,Male,<=50K
22,Some-college,Sales,20,Male,<=50K
25,11th,Adm-clerical,40,Female,<=50K
49,HS-grad,Adm-clerical,40,Male,>50K
34,HS-grad,Craft-repair,40,Male,<=50K
47,Bachelors,Sales,45,Male,>50K
30,Bachelors,Exec-managerial,40,Female,>50K
21,HS-grad,Priv-house-serv,40,Female,<=50K
22,Some-college,Prof-specialty,20,Female,<=50K
67,7th-8th,Other-service,12,Female,<=50K
28,Masters,Prof-specialty,40,Female,<=50K
45,HS-grad,Machine-op-inspct,50,Male,<=50K
46,HS-grad,Adm-clerical,40,Female,<=50K
48,Some-college,Machine-op-inspct,40,Male,>50K
56,Assoc-voc,Craft-repair,45,Male,<=50K
65,HS-grad,?,40,Female,<=50K
40,Masters,Exec-managerial,60,Male,>50K
20,HS-grad,?,40,Female,<=50K
55,Masters,?,40,Female,>50K
56,HS-grad,Adm-clerical,50,Male,<=50K
35,Some-college,Sales,65,Male,<=50K
43,HS-grad,Transport-moving,50,Male,<=50K
32,10th,Handlers-cleaners,40,Male,<=50K
64,HS-grad,Other-service,79,Female,<=50K
62,Some-college,Farming-fishing,40,Male,<=50K
53,Assoc-voc,Adm-clerical,45,Male,>50K
68,12th,Farming-fishing,35,Male,<=50K
35,Some-college,?,40,Female,<=50K
24,Bachelors,Prof-specialty,40,Female,<=50K
39,10th,Other-service,40,Female,<=50K
29,Bachelors,Machine-op-inspct,40,Male,>50K
24,HS-grad,Exec-managerial,45,Female,<=50K
33,10th,Protective-serv,32,Female,<=50K
41,HS-grad,Other-service,40,Female,<=50K
48,Masters,Exec-managerial,40,Male,<=50K
47,Bachelors,Sales,45,Male,>50K
30,Some-college,Exec-managerial,40,Female,>50K
59,9th,Exec-managerial,40,Male,>50K
34,Some-college,Exec-managerial,40,Male,<=50K
26,Some-college,Exec-managerial,32,Male,<=50K
20,7th-8th,Machine-op-inspct,40,Male,<=50K
32,Bachelors,Craft-repair,36,Male,<=50K
58,Bachelors,Exec-managerial,50,Male,>50K
